,Values
NAV,"4,496.65"
Open Price,"4,900.00"
Bid / Ask / Spread,"4,850.00 / 4,855.00 / 0.10%"
Volume / Avg,"8,419.0 / 14,576.0"
Day Range,"4,845.00 – 4,915.00"
Year Range,"4,730.00 – 7,565.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.740%
Total Assets,1.8 Bil
