,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.96,-1.87,-5.75,-5.32,-5.44,-11.72,0.82,0.96,—,—,—
Total Return % (NAV),0.24,-0.71,-6.23,-5.14,-4.32,-12.38,1.30,1.21,—,—,1.98
+/- Category (NAV),0.19,-0.53,0.80,2.82,0.46,1.36,2.35,1.94,—,—,—
+/- Index (NAV),-0.07,-0.07,-0.27,-0.67,-4.98,-1.98,-3.13,-1.40,—,—,—
