,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,15%
Historical Sustainability Score,42.55
Global Category,Korea Equity
Portfolio ESG,51.03
Controversy Deduction,8.09
Sustainability Score,42.94
Sustainability Mandate,No
