,Values
NAV,"11,399.53"
Open Price,"11,270.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1.0 / 19,006.7"
Day Range,"11,270.00 – 11,270.00"
Year Range,"11,245.00 – 13,360.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.400%
Total Assets,5.7 Bil
