,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.99,0.99,16.43,9.22,4.53,20.74,—,—,—,—,—
Total Return % (NAV),-2.41,-1.82,14.15,9.64,2.84,21.59,—,—,—,—,-5.30
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
