,Values
NAV,"8,540.85"
Open Price,"8,510.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"28,784.0 / 44,466.3"
Day Range,"8,420.00 – 8,560.00"
Year Range,"6,485.00 – 8,820.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,14.1 Bil
