,Values
NAV,"8,540.85"
Open Price,"8,715.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"30,936.0 / 44,006.2"
Day Range,"8,645.00 – 8,780.00"
Year Range,"6,485.00 – 8,820.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,14.1 Bil
