,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,20%
Historical Sustainability Score,42.51
Global Category,Korea Equity
Portfolio ESG,50.95
Controversy Deduction,8.04
Sustainability Score,42.91
Sustainability Mandate,No
