,Values
NAV,"8,014.51"
Open Price,"7,935.00"
Bid / Ask / Spread,"7,960.00 / 0.00 / 0.00%"
Volume / Avg,"547,970.0 / 392,169.8"
Day Range,"7,895.00 – 7,965.00"
Year Range,"7,880.00 – 9,305.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,926.9 Bil
