,Values
NAV,"8,029.60"
Open Price,"7,970.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"324,079.0 / 386,156.8"
Day Range,"7,935.00 – 7,990.00"
Year Range,"7,880.00 – 9,305.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,927.4 Bil
