,Values
NAV,"11,529.42"
Open Price,"11,585.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"21,930.0 / 48,496.7"
Day Range,"11,490.00 – 11,670.00"
Year Range,"11,145.00 – 16,325.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.480%
Total Assets,27.7 Bil
