,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.74,1.34,1.50,0.82,26.35,1.80,—,—,—,—,—
Total Return % (NAV),-0.63,1.19,0.90,0.57,26.71,1.15,—,—,—,—,-13.20
+/- Category (NAV),0.64,1.08,7.28,5.06,16.02,7.26,—,—,—,—,—
+/- Index (NAV),-0.04,0.76,6.15,6.15,20.69,4.99,—,—,—,—,—
