,Values
NAV,"6,762.53"
Open Price,"6,800.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,9.0 / 595.1
Day Range,"6,785.00 – 6,800.00"
Year Range,"5,185.00 – 7,975.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.620%
Total Assets,4.1 Bil
