,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,-18.04,-30.66,29.14
Fund (NAV),—,—,—,—,—,—,—,—,-18.37,-30.66,27.70
+/ Category (NAV),—,—,—,—,—,—,—,—,-49.83,-9.04,10.48
+/- Index (Price),—,—,—,—,—,—,—,—,-53.42,-19.85,23.22
Percentile Rank,—,—,—,—,—,—,—,—,100,98,19
# of Funds in Category,—,—,—,—,—,—,—,636,734,890,923
