,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,-18.04,-30.66,26.35
Fund (NAV),—,—,—,—,—,—,—,—,-18.37,-30.66,26.71
+/ Category (NAV),—,—,—,—,—,—,—,—,-49.83,-9.04,16.02
+/- Index (Price),—,—,—,—,—,—,—,—,-53.42,-19.85,20.33
Percentile Rank,—,—,—,—,—,—,—,—,100,98,—
# of Funds in Category,—,—,—,—,—,—,—,636,734,890,15
