,Values
NAV,"12,846.14"
Open Price,"12,585.00"
Bid / Ask / Spread,"12,565.00 / 12,650.00 / 0.67%"
Volume / Avg,"1,202.0 / 699.8"
Day Range,"12,470.00 – 12,585.00"
Year Range,"11,200.00 – 13,575.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.480%
Total Assets,6.8 Bil
