,Values
NAV,"12,858.09"
Open Price,"12,755.00"
Bid / Ask / Spread,"0.00 / 12,740.00 / 0.00%"
Volume / Avg,892.0 / 684.5
Day Range,"12,640.00 – 12,755.00"
Year Range,"11,200.00 – 13,575.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.480%
Total Assets,6.8 Bil
