Sectors,Fund %,Category %
Basic Materials,—,2.58
Consumer Cyclical,—,14.19
Financial Services,—,12.88
Real Estate,—,1.61
Communication Services,—,2.20
Energy,—,2.69
Industrials,—,10.51
Technology,—,26.91
Consumer Defensive,—,7.87
Healthcare,—,17.22
Utilities,—,1.36
