,Values
NAV,"14,646.64"
Open Price,"14,905.00"
Bid / Ask / Spread,"14,975.00 / 15,395.00 / 2.77%"
Volume / Avg,"128,956.0 / 62,484.6"
Day Range,"14,685.00 – 14,975.00"
Year Range,"9,415.00 – 14,975.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.570%
Total Assets,22.0 Bil
