,Values
NAV,"14,495.43"
Open Price,"14,675.00"
Bid / Ask / Spread,"14,500.00 / 14,555.00 / 0.38%"
Volume / Avg,"122,811.0 / 64,038.7"
Day Range,"14,365.00 – 14,900.00"
Year Range,"9,415.00 – 14,975.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.570%
Total Assets,21.7 Bil
