,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,1.56,-3.01,-15.44,-6.38,8.87,21.54,-11.77,-8.21
Fund (NAV),—,—,—,1.66,-3.25,-15.27,-6.04,8.74,21.57,-11.75,-7.39
+/ Category (NAV),—,—,—,-5.33,-4.36,-10.19,-10.06,8.05,-0.90,4.92,-2.52
+/- Index (Price),—,—,—,-12.77,-5.54,-8.28,-3.56,-4.95,-10.70,5.86,-8.70
Percentile Rank,—,—,—,86,87,98,95,13,58,10,80
# of Funds in Category,—,—,"1,539","1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,284"
