,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,24%
Historical Sustainability Score,42.37
Global Category,Korea Equity
Portfolio ESG,47.30
Controversy Deduction,4.50
Sustainability Score,42.80
Sustainability Mandate,No
