,Values
NAV,"8,029.53"
Open Price,"7,970.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,12.0 / 85.8
Day Range,"7,960.00 – 8,000.00"
Year Range,"7,865.00 – 9,820.00"
SEC Yield ,—
12-Month Yield ,1.19%
Premium ,—
Expense Ratio,0.510%
Total Assets,4.8 Bil
