,Values
NAV,"8,058.30"
Open Price,"7,970.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,124.0 / 91.4
Day Range,"7,920.00 – 7,995.00"
Year Range,"7,865.00 – 9,820.00"
SEC Yield ,—
12-Month Yield ,1.19%
Premium ,—
Expense Ratio,0.510%
Total Assets,4.8 Bil
