,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.93,-1.05,-8.63,-8.21,-8.21,-13.75,-0.29,-2.46,—,—,—
Total Return % (NAV),1.12,1.81,-8.03,-7.28,-7.39,-13.38,-0.12,-2.35,—,—,-4.97
+/- Category (NAV),0.36,0.32,-0.93,-0.50,-2.52,-0.49,0.92,-1.38,—,—,—
+/- Index (NAV),1.12,0.55,-1.83,-3.57,-7.89,-3.60,-4.50,-4.77,—,—,—
