,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,67.93,-15.45,4.10,-9.26,-29.53,42.58,5.87,32.92,-17.89,-12.57
Fund (NAV),—,67.47,-15.05,4.05,-9.11,-29.84,42.70,5.72,33.24,-17.88,-10.64
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
