,Values
NAV,"10,016.96"
Open Price,"9,840.00"
Bid / Ask / Spread,"8,990.00 / 10,975.00 / 19.88%"
Volume / Avg,"297.0 / 9,404.7"
Day Range,"9,835.00 – 9,985.00"
Year Range,"9,620.00 – 12,805.00"
SEC Yield ,—
12-Month Yield ,2.37%
Premium ,—
Expense Ratio,0.470%
Total Assets,9.8 Bil
