,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,8.15,—
Non-U.S.Stock,99.86,0.00,99.86,79.51,—
Bonds,0.00,0.00,0.00,0.07,—
Other,0.00,0.00,0.00,0.89,—
Cash,0.14,2.34,2.48,24.83,—
Not Classified,0.00,0.00,0.00,0.06,—
