,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.85,-0.80,-10.09,-7.00,-10.99,-20.01,0.67,3.75,—,—,—
Total Return % (NAV),2.72,0.39,-7.75,-4.76,-9.85,-19.28,1.22,3.97,—,—,3.72
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
