,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,84%
Historical Sustainability Score,41.12
Global Category,Other Equity
Portfolio ESG,48.54
Controversy Deduction,6.50
Sustainability Score,42.04
Sustainability Mandate,No
