,Values
NAV,"9,929.86"
Open Price,"9,870.00"
Bid / Ask / Spread,"8,755.00 / 9,720.00 / 10.45%"
Volume / Avg,"2,158.0 / 9,710.5"
Day Range,"9,720.00 – 9,870.00"
Year Range,"9,620.00 – 12,805.00"
SEC Yield ,—
12-Month Yield ,2.37%
Premium ,—
Expense Ratio,0.470%
Total Assets,9.7 Bil
