,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-19.25,-18.47
Fund (NAV),—,—,—,—,—,—,—,—,—,-19.31,-17.22
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-2.64,-12.35
+/- Index (Price),—,—,—,—,—,—,—,—,—,-1.62,-18.97
Percentile Rank,—,—,—,—,—,—,—,—,—,81,100
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,284"
