,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.38,-2.49,-12.24,-17.15,-18.47,-23.17,—,—,—,—,—
Total Return % (NAV),0.40,0.15,-11.22,-15.76,-17.22,-22.89,—,—,—,—,-20.82
+/- Category (NAV),-0.36,-1.33,-4.12,-8.98,-12.35,-10.01,—,—,—,—,—
+/- Index (NAV),0.40,-1.10,-5.02,-12.05,-17.71,-13.11,—,—,—,—,—
