,Values
NAV,"6,584.61"
Open Price,"6,545.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"127.0 / 2,532.7"
Day Range,"6,520.00 – 6,555.00"
Year Range,"6,420.00 – 9,030.00"
SEC Yield ,—
12-Month Yield ,1.64%
Premium ,—
Expense Ratio,0.380%
Total Assets,5.2 Bil
