,Fund,Cat. Average,Index
Price/Earnings ,7.19,11.02,12.13
Price/Book ,0.65,0.84,0.86
Price/Sales ,0.30,0.53,0.65
Price/Cash Flow ,4.61,3.46,3.66
Dividend Yield % ,2.32,3.08,3.48
Long-Term Earnings % ,6.16,10.07,3.69
Historical Earnings % ,-6.00,15.26,14.88
Sales Growth % ,-5.42,11.25,4.89
Cash-Flow Growth % ,-32.71,16.83,15.05
Book-Value Growth % ,2.79,10.86,8.56
