,Values
NAV,"11,974.53"
Open Price,"12,040.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"72,380.0 / 40,788.8"
Day Range,"12,015.00 – 12,095.00"
Year Range,"9,850.00 – 12,095.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.410%
Total Assets,25.1 Bil
