,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.88,1.30,6.85,8.48,18.64,—,—,—,—,—,—
Total Return % (NAV),0.30,0.74,5.75,8.59,17.34,—,—,—,—,—,19.74
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
