,Values
NAV,"11,960.87"
Open Price,"12,045.00"
Bid / Ask / Spread,"12,045.00 / 0.00 / 0.00%"
Volume / Avg,"75,960.0 / 42,492.9"
Day Range,"12,025.00 – 12,115.00"
Year Range,"9,850.00 – 12,115.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.410%
Total Assets,25.1 Bil
