,Values
NAV,"9,636.40"
Open Price,"9,445.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"8,101.0 / 10,564.4"
Day Range,"9,365.00 – 9,535.00"
Year Range,"9,325.00 – 13,670.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.480%
Total Assets,23.3 Bil
