,Values
NAV,"9,636.40"
Open Price,"9,660.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"6,964.0 / 10,949.2"
Day Range,"9,620.00 – 9,765.00"
Year Range,"9,325.00 – 13,670.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.480%
Total Assets,23.3 Bil
