,Values
NAV,"7,793.51"
Open Price,"7,740.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,5.0 / 30.5
Day Range,"7,715.00 – 7,740.00"
Year Range,"7,670.00 – 9,720.00"
SEC Yield ,—
12-Month Yield ,1.16%
Premium ,—
Expense Ratio,0.360%
Total Assets,5.8 Bil
