,Values
Sustainability Rate,High
Percent Rank in Global Category,5%
Historical Sustainability Score,43.24
Global Category,Korea Equity
Portfolio ESG,53.49
Controversy Deduction,9.26
Sustainability Score,44.23
Sustainability Mandate,Yes
