,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.15,-0.39,-7.60,-6.37,-5.99,-16.24,—,—,—,—,—
Total Return % (NAV),0.37,-0.90,-6.78,-6.57,-4.96,-17.10,—,—,—,—,-15.94
+/- Category (NAV),0.32,-0.72,0.26,1.39,-0.19,-3.37,—,—,—,—,—
+/- Index (NAV),0.06,-0.26,-0.82,-2.10,-5.63,-6.71,—,—,—,—,—
