,Values
NAV,"147,235.10"
Open Price,"148,550.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,923.0 / 1,972.9"
Day Range,"147,920.00 – 148,550.00"
Year Range,"121,870.00 – 149,190.00"
SEC Yield ,—
12-Month Yield ,1.87%
Premium ,—
Expense Ratio,0.330%
Total Assets,14.7 Bil
