,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.83,0.35,5.73,10.93,13.01,24.13,3.00,8.38,—,—,—
Total Return % (NAV),-0.02,-0.47,4.75,10.07,12.24,23.11,2.70,8.25,—,—,7.18
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
