,Values
NAV,"148,609.67"
Open Price,"148,475.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,586.0 / 1,924.0"
Day Range,"147,975.00 – 148,610.00"
Year Range,"122,140.00 – 149,190.00"
SEC Yield ,—
12-Month Yield ,1.87%
Premium ,—
Expense Ratio,0.330%
Total Assets,14.9 Bil
