,Values
NAV,"54,495.90"
Open Price,"54,485.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"285.0 / 22,159.5"
Day Range,"54,440.00 – 54,500.00"
Year Range,"50,235.00 – 54,575.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.170%
Total Assets,37.1 Bil
