,Values
NAV,"54,329.82"
Open Price,"54,305.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"483.0 / 22,174.7"
Day Range,"54,305.00 – 54,445.00"
Year Range,"50,200.00 – 54,575.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.170%
Total Assets,36.9 Bil
