,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,100.35,0.00,100.35,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,-0.35,24.00,23.65,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
