,Values
Sustainability Rate,High
Percent Rank in Global Category,10%
Historical Sustainability Score,42.73
Global Category,Korea Equity
Portfolio ESG,51.55
Controversy Deduction,8.49
Sustainability Score,43.06
Sustainability Mandate,No
