,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.46,-0.46,-7.55,-6.23,-1.87,-10.73,3.15,1.45,—,—,—
Total Return % (NAV),0.28,-0.63,-6.43,-5.63,-1.27,-10.99,3.60,1.96,—,—,1.51
+/- Category (NAV),0.23,-0.46,0.61,2.33,3.51,2.75,4.64,2.69,—,—,—
+/- Index (NAV),-0.03,0.00,-0.47,-1.16,-1.93,-0.59,-0.83,-0.65,—,—,—
