,Fund,Cat. Average,Index
Price/Earnings ,8.95,11.02,12.13
Price/Book ,0.90,0.84,0.86
Price/Sales ,0.62,0.53,0.65
Price/Cash Flow ,3.67,3.46,3.66
Dividend Yield % ,2.97,3.08,3.48
Long-Term Earnings % ,13.42,10.07,3.69
Historical Earnings % ,14.70,15.26,14.88
Sales Growth % ,4.02,11.25,4.89
Cash-Flow Growth % ,11.64,16.83,15.05
Book-Value Growth % ,7.06,10.86,8.56
