,Values
NAV,"11,967.54"
Open Price,"11,920.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,139.0 / 37.9
Day Range,"11,815.00 – 11,920.00"
Year Range,"11,690.00 – 14,050.00"
SEC Yield ,—
12-Month Yield ,1.36%
Premium ,—
Expense Ratio,0.210%
Total Assets,82.6 Bil
