,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,1.59,-7.21,-0.74,11.53,30.14,-17.84,-1.58
Fund (NAV),—,—,—,—,1.84,-7.87,-0.38,11.86,30.16,-17.33,-1.45
+/ Category (NAV),—,—,—,—,0.73,-2.79,-4.39,11.17,7.68,-0.65,3.42
+/- Index (Price),—,—,—,—,-0.93,-0.06,2.08,-2.29,-2.10,-0.20,-2.07
Percentile Rank,—,—,—,—,38,67,71,2,7,50,10
# of Funds in Category,—,—,—,"1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,284"
