,Values
NAV,"10,556.88"
Open Price,"10,645.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"186.0 / 9,389.2"
Day Range,"10,490.00 – 10,645.00"
Year Range,"9,515.00 – 11,945.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.490%
Total Assets,5.3 Bil
