,Net,Short,Long,Cat.,Index
U.S.Stock,81.89,0.00,81.89,41.01,69.52
Non-U.S.Stock,18.82,0.00,18.82,46.12,30.48
Bonds,0.00,0.00,0.00,0.01,0.00
Other,0.00,0.00,0.00,0.52,0.00
Cash,-0.70,137.67,136.97,32.42,0.00
Not Classified,0.00,0.00,0.00,0.04,0.00
