,Values
NAV,"10,556.88"
Open Price,"10,200.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,247.0 / 6,591.3"
Day Range,"10,200.00 – 10,300.00"
Year Range,"9,515.00 – 11,945.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.490%
Total Assets,5.3 Bil
