,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.20,0.88,-6.05,-7.14,—,—,—,—,—,—,—
Total Return % (NAV),-1.69,-2.54,-4.98,-7.83,—,—,—,—,—,—,4.31
+/- Category (NAV),-1.50,-2.08,-2.06,-5.69,—,—,—,—,—,—,—
+/- Index (NAV),-0.83,-4.06,-0.79,-7.67,—,—,—,—,—,—,—
