,Values
NAV,"9,715.57"
Open Price,"9,830.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"5,263.0 / 10,060.4"
Day Range,"9,750.00 – 9,830.00"
Year Range,"9,290.00 – 11,870.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.560%
Total Assets,28.8 Bil
