Sectors,Fund %,Category %
Basic Materials,7.89,8.32
Consumer Cyclical,11.47,12.42
Financial Services,25.14,25.47
Real Estate,3.19,3.21
Communication Services,4.73,3.07
Energy,7.67,6.93
Industrials,4.95,6.34
Technology,23.02,22.24
Consumer Defensive,6.88,6.94
Healthcare,2.49,2.34
Utilities,2.57,2.72
