,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.77,0.10,-7.98,-6.12,1.46,-7.28,2.88,-1.57,—,—,—
Total Return % (NAV),-0.31,-2.33,-7.23,-4.29,3.05,-8.83,3.28,-1.32,—,—,-0.09
+/- Category (NAV),-0.41,-1.00,-2.52,-2.26,-4.87,-5.38,-1.40,-2.35,—,—,—
+/- Index (NAV),0.21,-2.76,-0.38,-0.16,0.51,-3.91,-1.44,-2.38,—,—,—
