,Fund,Cat. Average,Index
Price/Earnings ,12.24,11.90,12.02
Price/Book ,1.43,1.47,1.37
Price/Sales ,1.13,1.11,1.05
Price/Cash Flow ,4.47,4.74,4.39
Dividend Yield % ,3.61,3.66,3.65
Long-Term Earnings % ,8.28,8.45,8.61
Historical Earnings % ,10.91,10.98,10.87
Sales Growth % ,7.96,7.45,4.56
Cash-Flow Growth % ,6.54,8.43,5.49
Book-Value Growth % ,7.33,7.18,4.81
