Sectors,Fund %,Category %
Basic Materials,16.02,8.70
Consumer Cyclical,14.21,13.65
Financial Services,26.12,11.56
Real Estate,0.00,0.29
Communication Services,5.77,2.34
Energy,3.58,1.96
Industrials,6.00,10.46
Technology,20.85,38.20
Consumer Defensive,7.45,6.64
Healthcare,0.00,4.97
Utilities,0.00,1.23
