,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.97,-1.57,-9.26,-9.06,-7.04,-9.71,—,—,—,—,—
Total Return % (NAV),-0.53,-2.18,-8.42,-9.39,-5.76,-10.33,—,—,—,—,-8.63
+/- Category (NAV),-0.58,-2.00,-1.38,-1.43,-0.98,3.41,—,—,—,—,—
+/- Index (NAV),-0.85,-1.54,-2.46,-4.92,-6.42,0.07,—,—,—,—,—
